"city","min","mean","max"
"Flint",-25,5.66939611054248,217
"Fort Lauderdale",-49,5.89946758534294,591
"Fort Myers",-53,5.62630510440835,569
"Fort Smith",-31,0.719985491476242,593
"Fort Wayne",-33,9.05253863134658,362
"Fresno",-36,0.050397067806964,395
"Grand Forks",-29,8.32400430570506,218
"Grand Rapids",-34,7.23873155165537,662
"Great Falls",-28,3.95300416418798,265
"Green Bay",-32,7.24425744826018,780
"Greensboro",-45,5.73991398730289,924
"Greenville",-39,7.75108695652174,347
"Gulfport",-26,2.0811623246493,163
"Gunnison",-23,8.45145631067961,212
"Gustavus",-15,13.6172839506173,105
"Harlingen",-20,8.34605850272682,373
"Harrisburg",-34,4.07969197707736,284
"Hayden",-34,5.375,274
"Helena",-37,-0.185089974293059,687
"Honolulu",-68,4.73110848413204,544
"Houston",-65,3.12608260383684,790
"Huntsville",-29,4.57950219619326,647
"Indianapolis",-50,4.33079788885439,782
"Islip",-39,2.69250401739295,283
"Jackson",-44,7.54563920274216,846
"Jacksonville",-59,5.59750528541226,458
"Juneau",-39,5.86183153546018,454
"Kahului",-75,3.44433094994893,437
"Kalamazoo",-28,4.66542354821524,185
"Kansas City",-47,2.48776042597291,755
"Keahole",-46,3.70855774985039,332
"Ketchikan",-44,7.00826104915324,434
"Key West",-31,0.706315144083384,179
"Killeen",-28,1.00581771170006,324
"King Salmon",-30,4.08517350157729,208
"Knoxville",-34,6.30317420644839,385
"Kodiak",-23,4.88011695906433,269
"Kotzebue",-25,7.40197044334975,408
"La Crosse",-31,6.08328767123288,245
"Lafayette",-33,-4.05143721633888,166
"Lansing",-32,5.89432412247946,799
"Laredo",-34,3.22963438101347,244
"Las Vegas",-68,4.6304161882672,792
"Lawton",-29,1.45109170305677,377
"Lexington",-26,7.80787589498807,402
"Lihue",-43,1.21350546176763,232
"Little Rock",-50,6.16145871627086,626
"Long Beach",-44,0.550470219435737,165
"Longview",-33,0.462093862815884,215
"Los Angeles",-74,0.934389039880193,1168
"Louisville",-55,5.55215969324462,434
"Lubbock",-33,6.43201581027668,361
"Madison",-33,8.1832149347431,743
"Manchester",-38,3.2607971207678,795
"Mcallen",-34,3.56364263539151,313
"Medford",-25,2.77238805970149,237
"Melbourne",-21,10.0015094339623,238
"Memphis",-59,2.85491997628927,1282
"Miami",-52,4.12510090167454,1407
"Midland",-34,4.88858811796552,388
"Milwaukee",-38,6.61410704679935,743
"Minneapolis",-65,0.878494917792047,2137
"Minot",-29,3.75350140056022,500
"Missoula",-45,2.98962148962149,691
"Mobile",-27,7.58627648839556,594
"Moline",-26,-1.7915082382763,209
"Monroe",-25,7.02909090909091,241
"Monterey",-27,-1.98994974874372,220
"Montrose",-42,1.97575757575758,284
"Myrtle Beach",-29,3.96202036021926,333
"Nashville",-50,2.36512613521695,872
"New Orleans",-57,4.58111538776513,686
"New York",-67,2.68330557353679,1076
"Newark",-73,1.86181525022451,1143
"Newburgh",-30,3.47604084838963,280
"Nome",-34,7.86640851887706,393
"Norfolk",-60,5.19979318602373,460
"North Canton",-26,1.95076923076923,180
"Oakland",-52,5.71852980696752,463
"Oklahoma City",-35,5.24919851407053,571
"Omaha",-45,3.56358944954128,484
"Ontario",-52,4.12955130562707,401
"Orange County",-62,2.38193431093462,458
"Orlando",-56,3.62566107727398,975
"Palm Springs",-49,2.32461435278337,436
"Pasco",-28,4.93417366946779,249
"Pensacola",-31,7.69888097660224,347
"Peoria",-24,8.92826086956522,338
"Petersburg",-25,10.6777108433735,401
"Philadelphia",-67,3.26356298284604,1100
"Phoenix",-83,1.54264320828547,1030
"Pittsburgh",-57,0.914985952237608,493
"Portland",-56,4.07099455231178,708
"Providence",-65,1.9990711499164,421
"Rapid City",-29,2.94568690095847,601
"Rdu Airport",-48,4.05044622096242,775
"Reno",-45,4.19838073663898,861
"Richmond",-41,3.31343822170901,283
"Rochester",-37,2.82028376248029,765
"Sacramento",-46,4.7677705874889,483
"Saginaw",-30,3.2216441207076,306
"Saint Louis",-283,1.57863776852342,1421
"Salt Lake City",-52,4.26590098320717,667
"San Angelo",-33,-0.529270633397313,197
"San Antonio",-60,4.13154243214742,854
"San Diego",-62,3.14105651138702,652
"San Francisco",-80,4.72150491575899,1221
"San Jose",-67,2.47485746486343,1309
"San Luis Obispo",-35,-1.86866167913549,248
"Santa Barbara",-31,-2.8400976502899,229
"Sarasota",-45,6.8356204379562,444
"Savannah",-39,6.45540830945559,335
"Seattle",-66,4.25662094938876,836
"Shreveport",-31,1.69539602880209,541
"Sioux City",-14,-14,-14
"Sioux Falls",-27,5.38736131210806,743
"Sitka",-27,5.85906040268456,218
"South Bend",-19,5.57492354740061,140
"South Burlington",-42,3.77304492512479,302
"Spokane",-36,5.19920450778919,737
"Springfield",-34,0.969886495251332,222
"Syracuse",-32,4.46064204045734,840
"Tallahassee",-25,8.5150068212824,478
"Tampa",-987,4.7631394762114,776
"Texarkana",-29,-0.148267526188558,244
"Toledo",-28,9.64542294322132,214
"Traverse City",-42,9.11145648312611,574
"Tucson",-90,3.80595348837209,418
"Tulsa",-40,4.70883260023257,683
"Tyler",-27,0.208288674526617,325
"Unalaska",-27,7.34353741496599,196
"Valparaiso",-24,8.27397849462366,457
"Waco",-31,-0.237974683544304,352
"Washington",-65,0.455233200657688,985
"West Palm Beach",-47,5.35767532405869,752
"White Plains",-35,3.39363484087102,456
"Wichita",-31,2.39716177861873,461
"Wichita Falls",-31,0.0692534381139489,169
"Wilmington",-25,0.323365433350228,223
"Windsor Locks",-50,2.16664598970287,377
"Worcester",-27,2.57954545454545,93
"Wrangell",-27,11.5245170876672,412
"Yakutat",-31,13.9766081871345,702
