"","2000-01-01","2000-01-02","2000-01-03","2000-01-04","2000-01-05","2000-01-06","2000-01-07","2000-01-08","2000-01-09","2000-01-10","2000-01-11","2000-01-12","2000-01-13","2000-01-14","2000-01-15","2000-01-16","2000-01-17","2000-01-18","2000-01-19","2000-01-20","2000-01-21","2000-01-22","2000-01-23","2000-01-24","2000-01-25","2000-01-26","2000-01-27","2000-01-28","2000-01-29","2000-01-30","2000-01-31","2000-02-01","2000-02-02","2000-02-03","2000-02-04","2000-02-05","2000-02-06","2000-02-07","2000-02-08","2000-02-09","2000-02-10","2000-02-11","2000-02-12","2000-02-13","2000-02-14","2000-02-15","2000-02-16","2000-02-17","2000-02-18","2000-02-19","2000-02-20","2000-02-21","2000-02-22","2000-02-23","2000-02-24","2000-02-25","2000-02-26","2000-02-27","2000-02-28","2000-02-29","2000-03-01","2000-03-02","2000-03-03","2000-03-04","2000-03-05","2000-03-06","2000-03-07","2000-03-08","2000-03-09","2000-03-10","2000-03-11","2000-03-12","2000-03-13","2000-03-14","2000-03-15","2000-03-16","2000-03-17","2000-03-18","2000-03-19","2000-03-20","2000-03-21","2000-03-22","2000-03-23","2000-03-24","2000-03-25","2000-03-26","2000-03-27","2000-03-28","2000-03-29","2000-03-30","2000-03-31","2000-04-01","2000-04-02","2000-04-03","2000-04-04","2000-04-05","2000-04-06","2000-04-07","2000-04-08","2000-04-09","2000-04-10","2000-04-11","2000-04-12","2000-04-13","2000-04-14","2000-04-15","2000-04-16","2000-04-17","2000-04-18","2000-04-19","2000-04-20","2000-04-21","2000-04-22","2000-04-23","2000-04-24","2000-04-25","2000-04-26","2000-04-27","2000-04-28","2000-04-29","2000-04-30","2000-05-01","2000-05-02","2000-05-03","2000-05-04","2000-05-05","2000-05-06","2000-05-07","2000-05-08","2000-05-09","2000-05-10","2000-05-11","2000-05-12","2000-05-13","2000-05-14","2000-05-15","2000-05-16","2000-05-17","2000-05-18","2000-05-19","2000-05-20","2000-05-21","2000-05-22","2000-05-23","2000-05-24","2000-05-25","2000-05-26","2000-05-27","2000-05-28","2000-05-29","2000-05-30","2000-05-31","2000-06-01","2000-06-02","2000-06-03","2000-06-04","2000-06-05","2000-06-06","2000-06-07","2000-06-08","2000-06-09","2000-06-10","2000-06-11","2000-06-12","2000-06-13","2000-06-14","2000-06-15","2000-06-16","2000-06-17","2000-06-18","2000-06-19","2000-06-20","2000-06-21","2000-06-22","2000-06-23","2000-06-24","2000-06-25","2000-06-26","2000-06-27","2000-06-28","2000-06-29","2000-06-30","2000-07-01","2000-07-02","2000-07-03","2000-07-04","2000-07-05","2000-07-06","2000-07-07","2000-07-08","2000-07-09","2000-07-10","2000-07-11","2000-07-12","2000-07-13","2000-07-14","2000-07-15","2000-07-16","2000-07-17","2000-07-18","2000-07-19","2000-07-20","2000-07-21","2000-07-22","2000-07-23","2000-07-24","2000-07-25","2000-07-26","2000-07-27","2000-07-28","2000-07-29","2000-07-30","2000-07-31","2000-08-01","2000-08-02","2000-08-03","2000-08-04","2000-08-05","2000-08-06","2000-08-07","2000-08-08","2000-08-09","2000-08-10","2000-08-11","2000-08-12","2000-08-13","2000-08-14","2000-08-15","2000-08-16","2000-08-17","2000-08-18","2000-08-19","2000-08-20","2000-08-21","2000-08-22","2000-08-23","2000-08-24","2000-08-25","2000-08-26","2000-08-27","2000-08-28","2000-08-29","2000-08-30","2000-08-31","2000-09-01","2000-09-02","2000-09-03","2000-09-04","2000-09-05","2000-09-06","2000-09-07","2000-09-08","2000-09-09","2000-09-10","2000-09-11","2000-09-12","2000-09-13","2000-09-14","2000-09-15","2000-09-16","2000-09-17","2000-09-18","2000-09-19","2000-09-20","2000-09-21","2000-09-22","2000-09-23","2000-09-24","2000-09-25","2000-09-26","2000-09-27","2000-09-28","2000-09-29","2000-09-30","2000-10-01","2000-10-02","2000-10-03","2000-10-04","2000-10-05","2000-10-06","2000-10-07","2000-10-08","2000-10-09","2000-10-10","2000-10-11","2000-10-12","2000-10-13","2000-10-14","2000-10-15","2000-10-16","2000-10-17","2000-10-18","2000-10-19","2000-10-20","2000-10-21","2000-10-22","2000-10-23","2000-10-24","2000-10-25","2000-10-26","2000-10-27","2000-10-28","2000-10-29","2000-10-30","2000-10-31","2000-11-01","2000-11-02","2000-11-03","2000-11-04","2000-11-05","2000-11-06","2000-11-07","2000-11-08","2000-11-09","2000-11-10","2000-11-11","2000-11-12","2000-11-13","2000-11-14","2000-11-15","2000-11-16","2000-11-17","2000-11-18","2000-11-19","2000-11-20","2000-11-21","2000-11-22","2000-11-23","2000-11-24","2000-11-25","2000-11-26","2000-11-27","2000-11-28","2000-11-29","2000-11-30","2000-12-01","2000-12-02","2000-12-03","2000-12-04","2000-12-05","2000-12-06","2000-12-07","2000-12-08","2000-12-09","2000-12-10","2000-12-11","2000-12-12","2000-12-13","2000-12-14","2000-12-15","2000-12-16","2000-12-17","2000-12-18","2000-12-19","2000-12-20","2000-12-21","2000-12-22","2000-12-23","2000-12-24","2000-12-25","2000-12-26","2000-12-27","2000-12-28","2000-12-29","2000-12-30","2000-12-31"
"Montana",1,0,0,0,0,0,0,0,1,1,0,2,1,0,3,0,0,0,4,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,3,0,0,0,0,1,1,2,0,0,1,2,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,2,2,0,0,0,2,2,1,1,1,1,2,0,0,0,0,4,0,0,0,1,3,0,4,7
"Nebraska",0,1,2,1,0,0,2,0,0,0,1,1,1,0,0,0,2,0,3,1,0,1,1,0,1,0,4,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,3,11,2,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,5,2,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,3,0,3,4,2,2,1,0,0,0,0,1,1,0,0,0,3,0,0,0,1,1,2,2,3,0,4,0,1,0,1,4,7,3,0,0,1,0,0,3,2,0,0,2,2,0,0,1,1,0,0,1,2,0,1,1,2,2,5,3,2,5,1,0,2,1,1,2,3,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,3,1,2,1,0,3,3,2,1,1,0,1,0,0,1,3,2,0,3,5,1,1,1,4,0,4,4,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,2,1,1,2,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,6,4,0,0,0,2,0,2,1,1,1,1,2,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,3,0,0,1,3,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,2,2,15,5,9,1,3,11,1,12,3,1,1,0,0,0,2,2,0,2,1,0,1
"Nevada",5,3,6,13,10,3,3,3,0,13,13,11,6,3,2,6,5,12,12,8,3,6,5,15,26,11,8,8,5,6,2,8,7,12,3,6,1,4,10,9,8,10,11,5,12,13,15,41,31,13,5,9,9,9,9,7,1,2,4,11,7,7,7,8,16,14,20,10,7,1,9,3,5,18,5,2,2,2,2,24,4,7,2,2,3,2,4,16,14,2,7,4,2,3,7,11,7,7,7,3,7,7,10,12,4,14,3,6,14,5,6,16,10,3,5,13,14,10,12,3,3,4,10,8,9,1,8,7,11,14,11,18,9,13,8,5,8,9,20,14,9,12,6,11,11,7,7,0,4,1,7,7,4,2,5,8,5,11,10,5,9,7,9,9,20,23,16,8,6,2,7,17,11,9,1,2,4,6,9,6,4,12,9,7,4,5,10,9,1,5,4,10,4,12,7,5,11,10,9,6,11,7,4,5,7,12,11,10,9,12,6,4,8,7,9,13,16,11,5,12,12,5,4,5,10,5,4,6,4,8,2,5,2,1,12,3,3,2,2,6,2,11,5,2,4,4,1,3,3,2,5,2,0,1,18,8,2,5,1,5,3,4,6,8,2,2,3,3,1,8,6,3,5,1,0,9,5,15,2,6,0,2,4,10,8,3,3,5,4,7,8,4,19,4,4,4,8,11,3,6,14,6,2,7,7,8,5,9,5,9,14,6,7,6,1,5,7,4,8,9,1,3,6,5,7,4,5,2,1,4,0,9,6,12,9,10,5,5,5,3,6,12,10,10,2,27,16,21,18,13,15,16,12,13,7,10,12,14,11,14,14,5,3,4,24,18
"New Hampshire",1,2,1,4,0,1,0,0,0,0,1,0,1,0,1,0,0,3,2,6,2,0,0,0,25,10,1,0,1,4,5,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,1,0,6,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,11,3,0,2,3,0,1,0,4,2,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,7,2,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,2,0,3,0,0,1,1,0,0,0,0,0,1,4,3,1,0,1,2,2,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,6,1,1,2,1,2,4,3,0,1,1,1,1,1,1,1,0,0,0,13,8
"New Jersey",3,8,11,28,12,13,3,8,7,43,13,3,40,14,1,4,20,14,15,96,39,10,30,9,298,74,22,24,23,31,38,6,9,19,25,6,4,10,5,5,13,14,9,16,37,10,6,8,77,10,3,2,12,9,13,20,6,10,6,8,9,10,8,0,4,4,8,7,18,9,11,11,7,5,8,11,17,2,3,25,35,9,9,8,3,6,5,14,18,11,9,5,4,19,26,8,5,9,12,19,11,25,10,10,5,2,9,33,11,14,28,99,13,7,6,2,11,0,3,2,1,5,6,3,8,10,9,6,12,12,165,28,18,29,10,4,10,8,72,55,13,4,11,15,57,23,3,2,2,3,7,17,6,61,22,3,5,59,12,3,3,4,20,49,63,79,101,33,8,10,23,23,44,13,12,8,38,37,50,18,28,4,1,0,4,2,10,4,6,13,1,16,9,9,9,67,37,56,29,15,18,8,9,6,5,8,8,41,23,58,22,31,40,56,39,67,19,11,22,17,11,35,6,56,30,8,37,3,10,10,20,2,5,4,5,30,2,6,3,7,11,10,5,9,13,6,7,6,1,5,4,2,5,4,23,47,9,10,10,4,12,7,47,13,7,10,9,8,4,44,8,4,5,4,0,6,8,15,13,7,7,6,5,6,3,7,4,7,4,13,18,22,9,6,0,1,7,10,10,15,6,9,4,7,16,12,9,9,5,12,12,5,4,12,16,7,3,9,14,10,7,5,4,11,17,7,4,2,3,0,8,0,10,6,11,8,9,14,11,9,4,15,10,7,12,55,61,34,27,12,23,81,21,19,15,14,5,4,7,14,15,6,10,13,260,43
"New Mexico",1,2,1,2,2,1,1,3,0,0,1,1,1,2,1,0,1,2,2,1,2,4,1,1,1,2,10,3,1,3,2,4,1,1,0,0,0,2,1,0,2,1,1,0,2,0,4,0,1,1,1,0,0,4,0,6,1,1,2,0,5,5,2,1,1,2,2,0,0,1,1,1,0,0,3,3,1,0,0,6,2,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,2,0,1,1,2,4,0,0,0,3,0,1,1,1,1,0,2,0,0,1,1,0,0,1,0,2,1,1,2,1,0,0,0,1,2,3,3,1,0,0,0,1,0,4,2,0,1,1,1,1,0,1,1,0,2,2,0,1,1,0,0,0,2,1,1,2,1,2,1,5,2,2,3,2,1,2,3,0,1,0,1,1,3,2,1,1,0,1,1,0,0,3,1,1,0,2,1,1,0,0,1,1,2,5,1,1,1,1,1,3,1,0,0,3,3,1,2,0,2,1,1,3,2,2,4,0,1,2,1,0,1,2,2,2,1,2,1,1,1,1,0,1,2,0,2,4,1,0,1,2,0,0,1,1,2,1,2,0,3,2,1,1,0,1,0,1,1,3,1,1,1,2,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,2,1,3,1,0,2,2,0,2,2,5,3,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,2,0,3,0,0,0,0,2,3,4,11,3,2,2,0,1,0,1,0,0,1,1,4,10,4,1,1,1,6
"New York",24,10,25,38,16,20,9,2,11,37,45,34,71,30,9,17,47,22,35,184,61,21,28,16,456,104,39,38,26,73,58,15,18,15,33,14,11,8,12,12,19,91,10,31,64,16,12,16,191,44,11,16,16,13,10,26,10,23,9,7,8,25,22,6,7,8,10,14,32,11,19,15,7,7,9,19,42,6,8,18,48,12,12,7,15,5,7,12,20,11,14,13,13,23,22,29,9,12,15,74,17,22,13,6,9,14,12,11,27,26,50,140,37,11,17,8,10,5,6,2,6,8,7,2,11,9,10,8,19,27,245,57,28,57,21,10,14,15,120,101,18,10,16,18,75,31,6,5,10,3,7,23,8,103,37,4,14,67,9,9,12,17,53,56,96,106,174,82,38,30,55,41,72,37,20,22,53,68,87,65,59,5,4,6,19,4,7,9,7,11,9,31,16,14,12,152,63,89,28,26,36,13,6,15,11,19,11,51,32,115,49,44,83,77,88,92,45,30,67,46,21,46,30,68,51,22,60,17,28,28,27,9,10,13,12,34,23,15,8,20,49,12,14,28,11,5,26,28,12,14,15,28,28,27,46,65,46,19,15,31,15,13,69,22,18,20,44,17,21,78,17,24,17,37,9,27,21,37,33,29,24,15,14,18,19,13,17,8,8,53,28,52,13,14,18,4,21,15,24,41,23,15,16,33,25,32,26,13,15,39,46,24,35,29,43,15,17,20,23,37,25,19,21,21,55,78,26,9,5,8,54,18,21,31,36,22,20,18,38,27,46,35,38,32,25,150,196,62,73,44,56,199,102,35,65,27,21,14,12,33,35,18,18,24,379,96
"North Carolina",46,15,6,8,14,9,7,4,8,11,8,4,9,13,1,4,11,32,14,51,13,85,136,65,272,152,134,50,121,245,47,13,15,21,29,8,9,9,5,7,5,17,18,25,30,9,4,9,55,29,9,7,11,7,13,10,11,7,11,7,4,6,1,3,1,6,9,2,8,9,5,3,4,3,8,6,7,4,6,12,19,3,1,2,4,4,6,24,13,11,1,5,9,9,14,2,10,6,23,10,6,12,8,3,11,3,11,24,19,9,28,40,18,10,8,18,10,13,12,4,4,12,10,6,10,7,10,2,12,19,51,26,17,26,15,15,15,10,38,40,7,7,11,7,25,12,13,8,4,2,2,6,8,37,8,0,10,25,7,10,3,6,12,22,44,51,65,44,26,18,26,21,18,16,16,9,25,15,32,24,27,6,5,7,13,3,2,7,7,3,4,13,9,11,4,33,13,29,6,11,19,6,6,4,4,8,7,16,10,33,27,16,33,37,29,27,25,7,27,24,5,19,12,17,16,9,12,9,7,15,17,3,6,7,4,8,13,9,7,11,9,6,5,10,10,6,13,7,7,11,12,9,5,12,16,23,12,5,7,10,17,18,16,3,8,18,11,5,10,15,11,5,5,8,6,6,7,4,11,6,6,7,10,8,11,6,5,4,5,11,6,9,5,1,2,5,8,8,4,7,2,5,2,7,14,5,8,6,7,3,18,11,12,13,6,6,8,15,7,10,9,14,6,12,14,45,5,3,3,7,10,5,8,12,5,5,11,87,17,11,13,9,8,9,16,56,38,52,23,19,43,43,26,33,13,13,11,15,9,18,22,7,11,16,47,23
"North Dakota",2,1,0,1,1,0,0,0,0,0,0,3,2,1,1,0,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,7,0,3,0,0,2,0,1,0,0,0,0,4,1,0,0
"Ohio",20,3,30,15,6,9,3,10,6,20,31,10,30,8,1,6,20,12,33,85,11,36,21,11,149,36,28,25,63,55,15,8,8,16,27,8,6,7,6,9,9,13,10,25,14,16,15,13,102,19,6,7,15,5,14,19,8,4,10,5,1,8,8,7,3,3,8,9,12,9,27,10,8,10,12,11,14,6,9,17,21,13,6,3,6,5,6,17,3,4,2,4,3,9,9,4,7,19,5,12,3,11,10,4,6,10,8,12,9,8,40,37,18,10,6,6,10,9,3,7,5,7,13,3,10,6,1,4,15,14,51,30,20,27,6,4,7,8,52,40,9,4,8,11,17,8,9,18,7,4,8,15,13,38,2,7,6,16,3,9,3,7,10,25,29,60,59,42,22,11,19,15,28,8,12,12,18,12,22,25,12,9,1,5,9,4,3,10,6,8,8,23,18,10,8,60,15,22,16,19,15,10,7,7,6,10,7,11,12,55,20,20,23,26,24,32,19,15,21,15,9,19,9,12,11,3,16,10,8,16,16,7,6,5,8,16,10,6,10,17,10,5,9,6,8,2,5,6,5,8,11,9,12,5,18,23,12,6,2,10,10,9,15,15,8,8,23,1,7,15,6,7,15,9,4,8,5,13,14,13,10,8,11,13,8,7,2,6,7,15,5,5,11,6,4,9,6,6,14,14,9,8,6,11,46,10,11,11,7,12,15,9,6,12,3,9,8,5,13,11,5,7,10,10,14,19,4,6,3,5,5,6,7,11,12,15,26,21,9,5,14,22,11,22,17,67,48,120,37,18,52,72,33,19,13,14,12,17,25,32,17,12,16,20,76,64
"Oklahoma",2,1,1,2,1,2,1,1,3,0,1,2,0,2,2,0,3,3,4,2,1,2,3,2,0,5,18,13,9,4,7,3,2,0,3,1,0,2,3,1,1,1,1,4,1,3,1,3,6,2,0,0,1,2,1,3,3,3,4,0,1,3,1,0,1,2,7,0,0,1,1,0,1,2,4,2,0,1,0,7,3,2,3,0,2,1,0,4,1,1,0,0,0,3,0,0,1,2,0,0,1,4,2,2,1,0,3,3,0,0,4,7,2,0,1,2,1,0,1,2,3,3,2,1,3,2,2,0,0,1,1,1,1,2,0,1,4,1,5,4,1,0,1,3,0,2,3,1,0,0,0,2,2,0,0,0,1,0,1,0,0,2,3,2,7,6,6,3,4,1,1,6,2,3,2,1,1,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,2,1,3,0,0,1,4,2,2,3,1,2,0,0,0,0,1,3,2,1,0,1,4,2,2,1,1,2,0,1,1,2,1,3,1,1,0,4,1,2,1,2,1,2,3,2,1,2,2,1,1,0,0,0,0,2,2,0,0,1,0,0,5,4,1,0,0,0,1,0,1,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,1,3,2,0,1,1,1,3,0,1,2,3,1,2,0,0,1,3,4,0,2,1,0,2,2,1,1,3,2,3,0,0,6,2,0,5,1,1,4,1,2,2,0,1,0,1,1,3,2,0,0,0,0,0,0,4,2,1,1,1,1,1,0,3,0,3,0,11,6,39,2,38,14,8,5,4,2,4,0,0,0,12,46,8,0,4,3,5
"Oregon",7,5,2,5,1,3,1,7,1,9,8,1,2,2,3,4,2,7,8,6,3,3,6,5,7,4,7,4,4,3,4,8,4,9,3,9,5,3,5,7,9,9,18,8,14,2,10,4,12,8,3,4,12,10,7,8,13,7,4,5,3,6,1,3,2,11,10,5,4,3,2,2,0,6,0,1,2,1,1,5,3,2,3,1,0,2,7,7,4,1,4,2,6,5,3,5,1,0,5,0,2,3,2,4,4,9,7,7,7,8,12,9,11,5,6,3,5,4,6,3,1,5,4,3,5,1,6,5,7,8,7,8,7,7,5,1,3,3,7,10,7,3,3,4,2,7,2,4,1,3,3,0,3,6,10,2,7,3,4,4,4,5,4,7,8,12,6,4,7,4,3,6,5,6,2,3,2,3,4,3,3,1,2,4,7,8,3,1,1,7,1,4,3,6,4,6,5,3,6,9,4,5,5,2,2,3,5,5,10,4,3,2,3,4,0,2,5,1,1,7,6,3,6,1,2,3,2,1,1,4,4,2,1,1,2,2,1,1,5,1,1,5,6,2,1,1,0,2,1,2,5,1,2,1,5,6,3,5,6,2,2,7,4,7,4,6,2,1,1,0,2,6,1,2,3,5,5,4,5,1,3,2,5,6,4,2,2,0,6,3,1,1,7,4,1,4,2,4,8,6,3,4,4,7,1,4,5,3,5,5,7,10,4,2,5,7,1,5,3,3,3,4,2,3,4,3,0,2,2,3,0,3,4,6,7,9,5,6,8,12,12,5,9,7,3,16,11,14,3,1,6,3,3,4,1,1,0,1,2,5,6,3,2,3,6,12
"Pennsylvania",109,17,17,31,16,22,28,6,5,22,17,4,32,23,8,6,26,25,25,105,30,37,36,10,453,137,56,33,46,155,77,31,21,23,38,17,12,17,13,8,11,36,18,31,48,18,21,12,129,43,19,8,22,12,15,22,19,14,8,9,3,5,6,1,6,22,5,13,16,19,28,8,21,7,20,30,20,9,10,24,32,13,10,9,9,10,6,23,23,9,4,8,14,18,23,11,6,16,22,25,13,15,14,8,7,6,16,33,32,22,59,135,27,17,13,11,22,11,8,12,8,12,16,6,7,15,15,7,16,27,162,48,20,69,11,9,21,20,66,92,15,9,17,22,42,14,9,17,9,11,9,26,12,126,14,9,16,36,12,13,16,5,26,62,79,125,170,80,30,66,34,26,112,17,18,16,62,62,70,71,46,7,5,10,28,9,5,16,3,11,11,48,20,9,9,139,45,107,43,15,37,8,11,9,14,11,11,24,17,153,43,43,97,61,92,128,28,19,70,59,28,16,17,33,30,23,39,14,17,20,34,8,12,7,7,20,9,10,12,35,16,15,16,13,20,12,20,12,12,19,16,4,14,13,42,53,16,7,11,14,23,16,56,8,15,18,24,6,12,28,9,10,11,23,15,24,11,19,20,12,16,16,14,16,13,6,14,10,7,29,11,17,9,3,8,3,9,14,22,20,9,6,6,18,30,10,17,12,13,10,26,14,17,22,14,9,8,10,18,14,15,17,17,15,36,30,16,7,7,14,16,7,11,20,16,16,16,20,17,24,14,26,10,23,29,85,60,92,62,34,48,100,39,30,38,22,19,25,13,41,27,19,26,14,147,35
"Rhode Island",6,3,0,0,0,1,0,0,1,1,1,0,6,3,0,0,0,1,2,9,5,1,0,1,38,21,0,3,6,9,8,1,1,1,2,0,0,0,0,1,0,20,0,2,4,0,0,1,14,8,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2,2,1,3,0,0,0,0,0,0,1,0,2,6,2,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,2,20,3,0,4,1,1,1,0,6,4,1,0,2,1,2,2,0,0,1,1,0,2,1,3,1,1,0,0,0,0,0,1,0,1,8,9,4,6,2,2,0,2,5,0,1,2,2,0,3,1,0,2,0,0,3,1,1,0,0,0,0,1,2,0,0,7,4,3,3,1,1,0,1,0,0,1,0,1,2,4,3,0,3,1,0,2,4,1,0,2,1,2,0,1,2,0,1,0,0,0,2,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,1,0,5,5,1,1,0,2,0,0,0,2,1,3,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,3,0,0,1,1,2,2,0,3,0,0,2,0,0,1,1,0,0,0,2,0,0,3,0,2,0,0,1,2,0,1,0,7,10,7,4,0,6,9,3,2,1,2,1,2,4,2,0,0,0,0,19,10
"South Carolina",7,1,2,5,1,2,0,0,0,3,3,2,2,1,0,0,1,4,0,2,2,9,21,10,17,7,5,18,32,28,8,3,1,1,5,1,1,3,2,0,0,4,4,3,4,1,1,1,5,3,2,1,1,1,1,2,2,0,3,6,0,1,2,1,0,1,3,0,2,4,6,0,1,1,1,1,1,0,0,4,3,3,0,0,0,1,1,4,2,1,1,0,1,2,4,0,2,0,1,1,1,2,2,0,2,1,1,2,2,0,2,5,2,1,2,4,0,1,2,0,1,2,3,0,4,2,1,1,3,3,8,2,2,2,1,3,4,1,5,5,2,2,3,1,4,5,1,0,0,0,0,0,1,5,2,1,4,4,0,1,0,2,1,4,7,8,9,5,3,5,9,5,2,2,3,3,4,5,4,6,8,3,2,2,1,1,0,3,1,1,1,3,7,4,2,5,4,4,1,2,6,5,1,1,2,2,1,2,1,6,6,3,7,5,7,7,5,5,1,1,1,6,4,0,1,1,3,4,4,1,2,1,4,1,1,3,2,3,2,2,2,2,2,3,4,0,0,1,5,4,2,3,2,3,2,4,1,0,0,0,0,3,3,0,4,4,2,0,5,3,0,0,1,2,1,1,1,0,2,3,1,0,1,0,0,1,1,0,0,2,1,2,1,0,2,1,2,0,0,1,0,0,0,0,2,0,0,1,2,2,4,3,6,5,1,1,0,3,3,1,3,2,3,4,4,5,2,2,1,2,0,4,2,1,2,1,4,10,4,0,3,0,1,4,4,7,2,7,6,6,11,10,2,7,3,9,6,3,1,1,3,5,4,4,2,7
