"","2000-01-01","2000-01-02","2000-01-03","2000-01-04","2000-01-05","2000-01-06","2000-01-07","2000-01-08","2000-01-09","2000-01-10","2000-01-11","2000-01-12","2000-01-13","2000-01-14","2000-01-15","2000-01-16","2000-01-17","2000-01-18","2000-01-19","2000-01-20","2000-01-21","2000-01-22","2000-01-23","2000-01-24","2000-01-25","2000-01-26","2000-01-27","2000-01-28","2000-01-29","2000-01-30","2000-01-31","2000-02-01","2000-02-02","2000-02-03","2000-02-04","2000-02-05","2000-02-06","2000-02-07","2000-02-08","2000-02-09","2000-02-10","2000-02-11","2000-02-12","2000-02-13","2000-02-14","2000-02-15","2000-02-16","2000-02-17","2000-02-18","2000-02-19","2000-02-20","2000-02-21","2000-02-22","2000-02-23","2000-02-24","2000-02-25","2000-02-26","2000-02-27","2000-02-28","2000-02-29","2000-03-01","2000-03-02","2000-03-03","2000-03-04","2000-03-05","2000-03-06","2000-03-07","2000-03-08","2000-03-09","2000-03-10","2000-03-11","2000-03-12","2000-03-13","2000-03-14","2000-03-15","2000-03-16","2000-03-17","2000-03-18","2000-03-19","2000-03-20","2000-03-21","2000-03-22","2000-03-23","2000-03-24","2000-03-25","2000-03-26","2000-03-27","2000-03-28","2000-03-29","2000-03-30","2000-03-31","2000-04-01","2000-04-02","2000-04-03","2000-04-04","2000-04-05","2000-04-06","2000-04-07","2000-04-08","2000-04-09","2000-04-10","2000-04-11","2000-04-12","2000-04-13","2000-04-14","2000-04-15","2000-04-16","2000-04-17","2000-04-18","2000-04-19","2000-04-20","2000-04-21","2000-04-22","2000-04-23","2000-04-24","2000-04-25","2000-04-26","2000-04-27","2000-04-28","2000-04-29","2000-04-30","2000-05-01","2000-05-02","2000-05-03","2000-05-04","2000-05-05","2000-05-06","2000-05-07","2000-05-08","2000-05-09","2000-05-10","2000-05-11","2000-05-12","2000-05-13","2000-05-14","2000-05-15","2000-05-16","2000-05-17","2000-05-18","2000-05-19","2000-05-20","2000-05-21","2000-05-22","2000-05-23","2000-05-24","2000-05-25","2000-05-26","2000-05-27","2000-05-28","2000-05-29","2000-05-30","2000-05-31","2000-06-01","2000-06-02","2000-06-03","2000-06-04","2000-06-05","2000-06-06","2000-06-07","2000-06-08","2000-06-09","2000-06-10","2000-06-11","2000-06-12","2000-06-13","2000-06-14","2000-06-15","2000-06-16","2000-06-17","2000-06-18","2000-06-19","2000-06-20","2000-06-21","2000-06-22","2000-06-23","2000-06-24","2000-06-25","2000-06-26","2000-06-27","2000-06-28","2000-06-29","2000-06-30","2000-07-01","2000-07-02","2000-07-03","2000-07-04","2000-07-05","2000-07-06","2000-07-07","2000-07-08","2000-07-09","2000-07-10","2000-07-11","2000-07-12","2000-07-13","2000-07-14","2000-07-15","2000-07-16","2000-07-17","2000-07-18","2000-07-19","2000-07-20","2000-07-21","2000-07-22","2000-07-23","2000-07-24","2000-07-25","2000-07-26","2000-07-27","2000-07-28","2000-07-29","2000-07-30","2000-07-31","2000-08-01","2000-08-02","2000-08-03","2000-08-04","2000-08-05","2000-08-06","2000-08-07","2000-08-08","2000-08-09","2000-08-10","2000-08-11","2000-08-12","2000-08-13","2000-08-14","2000-08-15","2000-08-16","2000-08-17","2000-08-18","2000-08-19","2000-08-20","2000-08-21","2000-08-22","2000-08-23","2000-08-24","2000-08-25","2000-08-26","2000-08-27","2000-08-28","2000-08-29","2000-08-30","2000-08-31","2000-09-01","2000-09-02","2000-09-03","2000-09-04","2000-09-05","2000-09-06","2000-09-07","2000-09-08","2000-09-09","2000-09-10","2000-09-11","2000-09-12","2000-09-13","2000-09-14","2000-09-15","2000-09-16","2000-09-17","2000-09-18","2000-09-19","2000-09-20","2000-09-21","2000-09-22","2000-09-23","2000-09-24","2000-09-25","2000-09-26","2000-09-27","2000-09-28","2000-09-29","2000-09-30","2000-10-01","2000-10-02","2000-10-03","2000-10-04","2000-10-05","2000-10-06","2000-10-07","2000-10-08","2000-10-09","2000-10-10","2000-10-11","2000-10-12","2000-10-13","2000-10-14","2000-10-15","2000-10-16","2000-10-17","2000-10-18","2000-10-19","2000-10-20","2000-10-21","2000-10-22","2000-10-23","2000-10-24","2000-10-25","2000-10-26","2000-10-27","2000-10-28","2000-10-29","2000-10-30","2000-10-31","2000-11-01","2000-11-02","2000-11-03","2000-11-04","2000-11-05","2000-11-06","2000-11-07","2000-11-08","2000-11-09","2000-11-10","2000-11-11","2000-11-12","2000-11-13","2000-11-14","2000-11-15","2000-11-16","2000-11-17","2000-11-18","2000-11-19","2000-11-20","2000-11-21","2000-11-22","2000-11-23","2000-11-24","2000-11-25","2000-11-26","2000-11-27","2000-11-28","2000-11-29","2000-11-30","2000-12-01","2000-12-02","2000-12-03","2000-12-04","2000-12-05","2000-12-06","2000-12-07","2000-12-08","2000-12-09","2000-12-10","2000-12-11","2000-12-12","2000-12-13","2000-12-14","2000-12-15","2000-12-16","2000-12-17","2000-12-18","2000-12-19","2000-12-20","2000-12-21","2000-12-22","2000-12-23","2000-12-24","2000-12-25","2000-12-26","2000-12-27","2000-12-28","2000-12-29","2000-12-30","2000-12-31"
"Montana",0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,3,1,1,2,0,0,2,0,0,0,1,3,0,0,0,3,1,1,3,4
"Nebraska",1,0,2,1,1,0,2,0,0,1,0,3,0,0,0,0,1,0,4,1,0,1,0,0,1,1,2,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,9,2,0,0,0,0,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,1,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,3,0,2,4,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,2,3,0,4,0,0,0,1,8,4,1,0,1,0,0,0,3,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,2,3,1,6,1,3,4,1,0,2,0,2,2,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,4,1,1,1,1,3,3,1,2,0,0,1,0,0,0,3,1,0,5,3,2,1,1,2,2,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1,2,0,0,1,2,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,0,2,2,18,3,7,1,5,8,2,11,1,1,1,0,0,1,1,2,0,3,0,0,1
"Nevada",5,2,5,11,5,5,2,1,4,10,15,13,4,1,4,5,5,9,12,5,2,6,1,14,31,11,8,6,4,4,4,6,7,6,4,6,2,5,8,10,7,8,6,9,10,13,13,34,29,15,6,9,11,9,7,7,3,5,2,13,6,4,1,8,24,21,24,13,5,1,5,3,5,13,8,1,1,1,1,24,3,5,3,1,5,3,8,17,11,1,8,4,4,2,7,8,6,8,3,3,5,8,11,6,3,11,3,11,11,4,5,16,8,3,3,16,11,7,8,6,5,4,9,8,5,0,7,5,11,13,11,16,9,11,7,3,12,7,20,12,8,8,8,10,11,12,5,0,4,1,5,8,2,4,3,7,7,13,10,5,6,4,7,13,14,18,17,5,7,2,5,17,7,9,1,0,2,8,8,7,4,7,5,7,8,7,12,7,2,4,3,10,4,8,5,8,8,14,8,4,11,8,5,3,9,15,9,7,8,8,7,3,9,5,10,10,11,8,4,10,10,4,4,4,5,5,5,6,5,5,2,3,3,5,7,4,2,1,1,1,2,12,7,1,2,1,1,3,3,3,7,0,0,1,16,5,2,2,1,3,3,7,9,7,2,2,0,0,3,5,6,4,3,0,3,9,8,15,3,3,1,4,7,10,8,1,3,4,2,9,8,5,24,3,5,5,11,15,5,4,14,7,4,7,10,5,4,7,5,7,20,4,7,3,2,4,6,4,9,8,3,0,4,5,13,2,1,1,2,4,4,15,7,8,11,5,4,5,7,4,5,13,13,5,4,28,16,23,20,12,15,13,17,10,6,14,7,8,9,12,12,6,3,1,26,17
"New Hampshire",3,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,8,0,0,0,0,29,7,0,1,0,10,2,0,0,2,0,0,0,0,0,0,1,3,0,1,2,0,1,0,9,2,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,2,13,0,1,3,0,0,1,0,5,2,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,5,1,1,0,0,0,0,2,0,0,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,1,4,2,1,2,2,3,7,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,1,2,2,1,4,1,1,1,0,1,1,2,0,0,0,0,0,20,0
"New Jersey",5,5,11,29,13,12,4,9,6,45,7,8,35,13,2,3,19,15,16,104,33,10,29,12,326,43,22,28,22,53,19,6,8,20,23,6,5,10,5,4,17,11,8,16,38,8,8,12,80,7,2,2,12,12,10,24,5,8,8,10,9,11,8,2,4,4,9,6,16,11,15,5,6,7,10,10,16,3,5,20,37,9,8,9,3,4,5,18,17,7,9,6,1,20,28,10,7,12,10,17,12,25,10,7,2,5,6,34,13,12,29,100,17,10,11,4,8,1,3,1,1,4,5,5,10,8,9,5,13,10,153,29,20,30,9,6,8,10,71,55,11,6,11,16,62,15,5,2,4,0,6,15,6,78,5,4,5,65,7,1,4,6,17,43,64,87,103,20,12,7,28,19,37,12,8,11,43,38,49,13,32,4,0,3,2,3,10,7,6,9,5,17,12,10,11,78,30,62,21,15,20,10,8,5,8,6,12,41,24,56,16,33,44,58,41,62,22,12,20,20,11,26,12,55,34,5,33,8,9,14,20,2,4,6,5,25,2,7,3,6,11,8,4,11,13,3,7,4,1,5,7,4,3,7,27,41,16,8,10,2,9,12,45,10,7,11,11,4,5,46,5,7,7,1,2,5,9,12,15,8,9,7,2,5,3,6,8,4,4,14,18,25,4,6,0,3,6,11,10,12,8,7,3,10,15,13,9,8,4,10,15,6,5,15,14,5,4,13,11,9,9,6,4,12,17,7,3,4,0,4,6,1,9,6,10,9,10,15,9,7,8,16,8,10,11,55,60,32,23,16,22,78,21,22,8,15,6,6,5,13,14,6,8,23,239,39
"New Mexico",3,1,0,1,1,2,0,3,0,1,1,2,2,2,1,1,0,4,1,3,1,3,1,0,2,4,11,1,2,0,2,3,1,1,0,0,0,2,1,1,2,0,1,1,0,0,3,0,3,0,1,0,2,2,1,3,1,0,1,0,4,7,1,0,2,3,5,0,0,1,1,1,0,2,4,2,0,0,0,5,2,1,0,0,0,0,0,2,0,0,1,0,2,1,2,1,1,0,1,1,2,5,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,3,1,0,3,0,0,0,0,2,2,2,1,0,0,0,1,0,3,3,0,0,1,0,2,0,0,1,2,0,3,1,0,2,0,0,0,0,2,1,1,1,2,1,2,5,1,1,3,2,0,4,2,1,0,1,1,0,3,0,1,1,0,0,0,0,1,1,2,0,0,0,1,2,0,0,2,2,2,3,2,1,1,2,0,4,1,0,0,7,0,0,2,0,3,2,1,2,3,2,2,1,0,2,0,0,0,3,2,2,1,1,1,1,0,0,0,3,1,1,2,4,1,0,2,0,0,1,1,1,2,3,0,0,3,1,0,1,0,0,0,2,1,3,1,0,1,1,0,1,1,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,2,1,0,1,2,0,0,1,0,5,0,0,4,1,1,1,2,2,1,1,3,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2,2,1,3,2,0,0,0,2,4,6,8,1,5,3,0,2,0,1,0,0,0,2,4,11,2,0,2,2,6
"New York",26,10,28,38,13,19,11,4,6,49,37,38,72,27,10,16,50,17,35,191,46,22,24,21,470,69,36,37,30,103,37,11,18,15,31,14,8,10,10,11,16,87,10,32,58,12,13,18,200,27,10,12,16,16,12,23,6,15,8,7,10,29,16,2,8,13,6,17,31,15,20,9,11,7,12,15,41,5,9,15,45,12,7,11,10,2,9,12,23,8,15,11,16,22,17,30,5,14,13,63,18,22,11,8,9,10,11,12,22,29,51,147,20,10,13,4,11,5,3,4,2,9,5,6,9,6,12,8,19,27,242,42,31,59,13,6,12,10,131,95,13,8,15,17,90,11,7,5,7,2,6,19,12,134,8,5,12,64,9,8,13,14,57,59,94,113,187,63,38,33,48,28,89,26,16,14,69,65,82,62,45,6,4,6,17,3,10,6,6,8,11,39,13,10,11,172,47,83,27,18,33,11,9,12,12,21,10,57,29,122,38,44,91,79,83,101,40,26,72,51,17,52,20,72,52,15,65,13,22,28,22,9,7,11,7,34,18,11,5,22,43,10,11,23,8,6,20,22,10,10,14,29,33,15,56,73,34,19,15,28,19,13,69,18,14,25,45,15,21,72,14,21,13,36,10,25,25,34,33,32,27,12,17,19,21,14,10,5,13,51,28,48,11,14,15,10,19,16,24,42,20,12,17,29,32,29,26,12,12,39,39,26,31,27,48,11,15,20,24,37,23,22,18,22,75,64,18,5,7,7,51,14,20,33,32,24,18,17,34,28,49,39,22,30,22,155,169,78,65,38,55,210,57,43,56,21,25,14,17,31,30,19,14,32,393,50
"North Carolina",42,16,5,14,15,11,9,2,5,14,11,8,14,11,2,3,12,30,21,50,22,79,110,61,268,164,135,51,133,208,48,15,21,19,30,9,5,11,6,5,8,24,20,24,32,11,4,6,58,28,9,7,15,7,7,14,9,7,9,9,4,6,2,2,2,6,6,2,8,7,9,4,4,3,6,5,6,3,7,14,19,2,2,2,5,4,7,26,10,8,2,5,11,8,15,1,10,5,22,15,7,12,8,6,8,4,12,22,23,11,29,45,16,11,13,18,11,12,14,6,4,13,8,2,8,8,8,4,13,20,53,34,19,21,14,18,14,11,35,38,11,7,10,8,22,20,11,11,5,4,1,6,9,33,12,2,13,25,6,10,4,6,10,23,47,50,61,56,29,19,31,19,25,15,15,10,22,23,31,31,30,10,6,12,15,4,1,6,5,3,3,13,13,11,1,31,20,30,6,12,19,11,4,4,6,9,5,14,7,43,31,19,34,41,40,34,18,12,25,25,6,20,15,19,16,8,12,11,8,16,17,7,6,6,3,7,10,8,6,14,12,5,11,10,9,7,11,9,7,12,12,11,8,10,26,17,10,5,5,5,16,21,20,4,6,20,9,5,11,14,10,5,5,14,11,12,9,7,12,3,9,7,11,7,11,6,5,7,6,8,11,9,6,3,3,7,9,6,9,11,5,7,4,8,19,4,9,4,7,8,15,12,19,12,5,6,8,13,6,8,11,11,9,15,16,44,4,4,5,6,9,4,9,13,5,5,27,63,17,9,12,8,10,10,20,50,40,54,30,13,47,50,28,34,12,15,9,15,8,11,26,9,9,16,56,31
"North Dakota",2,1,1,0,3,0,0,0,0,0,0,4,1,0,1,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,5,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0
"Ohio",19,2,20,22,7,8,7,3,7,18,32,10,32,5,3,5,18,17,31,74,20,27,27,9,134,50,29,28,67,50,21,9,3,15,29,7,4,6,5,9,7,18,10,20,19,14,13,14,101,27,5,5,17,6,10,22,7,7,9,3,1,13,5,5,2,4,8,5,11,10,24,7,7,10,11,10,15,7,10,14,19,14,5,5,6,5,6,13,2,5,2,3,3,8,12,5,4,16,7,10,2,8,9,7,4,10,6,9,7,9,38,37,16,13,7,5,11,8,2,7,2,6,11,3,13,9,1,4,10,13,57,32,20,26,5,4,7,5,64,35,8,1,10,7,16,11,14,11,8,4,9,13,13,32,4,7,7,13,4,7,3,8,12,22,30,56,56,29,28,17,17,10,27,9,13,9,14,18,20,21,15,8,2,3,11,1,4,10,2,8,8,21,19,11,8,50,19,24,13,16,14,10,5,4,7,7,3,9,10,62,19,14,24,24,28,27,20,12,19,16,10,14,10,11,12,5,15,6,5,18,16,5,7,7,10,13,10,6,11,12,9,4,11,5,13,1,6,5,7,6,9,6,10,6,21,18,9,7,4,5,16,5,13,7,11,7,15,6,10,15,5,7,14,7,5,6,9,12,16,11,10,6,10,15,11,5,2,6,9,13,3,4,11,7,3,7,4,5,11,15,8,7,2,11,41,10,8,8,6,12,16,6,5,14,5,8,4,6,15,9,6,8,10,10,13,14,7,8,1,5,5,6,6,11,13,11,23,23,10,5,12,20,11,25,16,73,45,123,32,21,55,74,38,17,14,17,9,17,20,31,24,11,16,12,71,76
"Oklahoma",1,0,2,3,2,1,1,0,2,0,1,1,2,1,0,1,1,0,4,1,0,3,3,1,0,10,15,10,9,7,3,1,2,0,4,1,0,2,3,2,0,1,0,3,4,1,2,3,9,0,0,0,2,2,1,3,5,2,4,1,1,3,0,0,1,2,4,0,0,2,1,0,1,1,4,1,0,1,0,7,2,1,2,1,1,0,0,3,1,0,0,0,0,2,0,0,1,3,0,0,1,6,1,2,0,0,2,2,0,1,7,4,1,1,0,1,1,1,1,2,1,2,2,1,3,1,2,0,1,1,0,2,1,2,0,2,2,2,5,7,0,0,3,1,1,2,5,1,0,0,0,2,1,0,0,0,1,0,1,0,0,4,0,1,8,11,4,2,5,0,2,4,3,2,3,1,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,1,2,1,2,0,1,1,4,2,1,3,0,2,0,0,0,0,1,6,1,1,0,2,3,2,1,1,1,1,1,1,1,0,1,3,1,1,0,5,0,2,1,2,0,2,2,3,2,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,6,3,1,0,0,1,0,1,1,1,1,2,1,1,1,0,0,2,0,0,0,0,0,1,1,4,1,1,0,1,0,3,0,1,4,2,0,1,0,0,1,2,0,0,0,1,0,1,1,1,2,2,1,2,0,1,6,2,0,7,0,1,5,1,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,5,2,0,1,1,0,1,1,2,1,1,0,10,13,32,3,45,5,6,6,2,2,4,0,0,0,24,32,3,0,3,3,5
"Oregon",5,1,2,2,1,2,2,6,1,8,6,4,3,3,1,1,4,7,8,5,1,5,4,5,7,1,6,2,2,3,7,6,3,12,3,9,4,5,3,9,11,9,18,10,11,2,11,6,10,10,3,2,11,9,7,9,14,7,3,6,3,8,1,4,0,9,10,6,3,3,1,2,0,6,0,2,3,0,4,6,1,4,1,0,1,2,3,6,3,4,5,3,5,4,3,5,1,0,4,0,2,2,1,2,7,11,10,4,7,9,12,10,11,6,5,3,3,7,4,3,1,5,5,3,3,2,5,3,8,5,8,8,8,6,5,1,3,2,9,11,5,3,2,4,2,4,3,3,4,0,1,1,2,6,9,0,5,1,3,3,2,6,4,7,10,10,8,5,9,1,3,6,8,2,3,1,2,5,4,2,4,1,2,3,8,4,2,1,2,6,1,4,2,3,8,4,4,5,4,9,2,5,4,5,0,4,3,5,8,3,3,1,6,1,0,4,3,2,3,4,4,3,3,1,3,1,1,1,1,4,3,1,0,1,1,2,0,1,4,0,0,6,6,2,1,0,1,1,0,3,3,1,1,0,5,6,2,4,5,2,0,6,5,4,5,4,2,0,0,0,2,5,3,1,2,4,4,6,4,0,3,1,4,5,5,0,1,1,5,1,3,3,5,2,2,4,2,4,7,6,2,6,3,7,2,4,4,2,5,8,2,10,5,2,4,5,1,3,2,2,2,2,3,1,4,2,1,2,0,3,1,1,3,6,6,8,6,6,7,10,9,7,7,7,4,16,8,15,5,3,6,6,3,3,0,1,2,1,4,4,6,3,2,2,9,9
"Pennsylvania",96,21,17,25,18,22,25,7,6,24,19,6,26,22,9,9,29,23,30,99,31,36,45,15,453,139,63,38,38,157,70,36,25,16,42,17,12,18,10,9,16,34,15,28,58,20,25,14,131,52,18,10,18,11,17,24,19,17,14,3,3,8,10,2,3,19,9,11,17,22,19,14,20,7,25,26,22,9,9,25,28,18,10,7,13,8,6,24,22,13,3,13,11,22,29,10,6,20,24,26,15,14,16,13,5,8,15,36,33,21,57,127,38,17,13,12,20,15,8,9,11,11,21,7,13,11,13,11,16,27,153,62,27,56,20,9,22,20,66,88,18,10,16,24,35,24,12,15,8,14,10,19,22,108,13,11,17,37,16,15,18,7,22,62,84,125,152,84,39,38,41,33,93,23,18,23,51,64,62,64,49,6,2,5,26,10,6,14,6,10,13,42,16,12,10,130,49,109,36,15,30,4,11,11,11,13,19,24,18,127,61,35,90,49,77,99,38,21,75,56,34,16,21,30,32,13,33,17,23,29,30,8,16,6,11,21,18,8,7,29,22,16,18,11,17,16,20,18,15,22,15,7,12,18,48,41,22,7,15,10,24,14,48,11,20,16,22,9,7,28,13,16,12,19,14,24,12,20,22,17,11,14,18,15,15,7,12,7,4,30,13,16,12,4,8,2,9,11,22,24,8,6,6,18,28,13,18,13,10,11,27,16,18,21,15,8,11,14,19,16,14,16,21,12,37,32,18,8,7,19,14,9,8,17,20,15,20,20,16,27,18,30,9,19,25,89,65,91,78,38,49,87,45,36,35,25,18,23,15,39,30,24,26,27,114,56
"Rhode Island",7,2,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,1,2,15,1,1,0,3,52,8,0,4,5,13,6,1,1,0,1,0,0,0,0,1,0,13,1,3,3,0,0,0,21,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,3,7,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,3,23,0,1,3,0,1,1,1,8,3,0,0,2,1,3,1,0,0,1,0,0,3,0,4,0,1,0,1,0,0,0,0,0,0,8,7,7,3,2,1,0,1,4,1,1,2,0,1,3,1,1,1,0,0,2,1,0,0,0,0,0,2,1,0,0,10,2,5,2,1,0,0,0,0,0,0,0,0,0,6,1,0,2,2,0,5,3,0,2,2,0,3,0,1,2,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,8,2,0,1,0,2,0,0,0,1,1,3,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,2,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,1,1,2,0,1,0,0,2,0,0,1,0,0,1,0,2,0,1,2,2,0,0,0,1,2,1,1,0,14,8,8,3,0,6,9,3,2,0,3,0,2,4,2,1,0,0,1,27,3
"South Carolina",6,2,2,3,1,2,0,0,1,3,0,2,1,1,0,0,0,2,0,2,1,19,12,14,13,6,2,20,31,23,8,2,2,3,4,0,1,3,2,0,0,4,3,3,4,3,1,0,4,4,1,1,1,0,1,3,1,0,5,5,0,0,2,1,0,1,2,0,3,4,6,0,1,0,0,1,1,0,3,2,4,2,0,0,0,1,2,3,1,1,1,0,1,1,4,0,2,0,3,0,1,1,1,0,2,2,0,3,2,0,3,3,6,3,1,3,0,1,1,0,1,2,3,0,3,2,0,1,3,3,8,2,2,2,2,4,4,0,3,4,1,2,2,1,5,3,1,0,0,0,0,0,1,4,1,0,4,4,0,1,1,2,2,3,5,11,10,4,4,6,7,3,3,2,2,4,4,5,7,5,7,2,3,3,1,0,1,2,1,1,0,4,6,4,2,5,4,4,1,4,4,6,1,2,1,1,1,2,1,7,5,2,7,4,8,6,4,5,1,1,1,5,3,1,0,1,3,3,2,1,2,0,4,1,1,3,4,2,3,1,2,2,2,4,4,0,0,2,3,4,2,1,3,1,3,3,1,0,0,0,0,3,4,0,4,5,3,0,4,4,0,0,2,1,1,1,1,0,2,3,1,0,1,0,0,1,1,0,0,2,1,2,0,0,2,1,2,0,1,1,0,0,0,0,2,1,0,1,2,1,5,3,5,5,1,1,1,3,2,3,2,2,3,4,3,6,2,1,0,2,0,3,2,1,1,1,5,8,3,0,2,0,0,5,4,6,5,7,8,4,11,12,3,10,2,11,6,3,1,0,2,4,4,5,1,8
